wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
brick,2,6.0,74.0,8.0,55.775064,37.59666,23900000
brick,2,5.0,73.4,8.4,55.762865000000005,37.654071,25000000
brick,9,15.0,74.2,8.0,55.779033999999996,37.615893,26000000
brick,8,12.0,73.0,10.5,55.735839,37.612551,59500000
brick,5,5.0,73.6,6.0,55.767346999999994,37.652634,16500000
panel,7,17.0,74.4,12.5,55.743041000000005,37.687659000000004,19400000
brick,6,17.0,74.0,8.0,55.774659,37.682134000000005,20900000
brick,7,10.0,73.0,9.0,55.736422,37.651734999999995,24900000
brick,8,16.0,75.0,9.0,55.78115,37.667087,26400000
brick,9,9.0,75.0,9.0,55.736422,37.651734999999995,27800000
brick,6,10.0,74.3,11.5,55.750606000000005,37.580355,29700000
brick,8,14.0,75.0,7.0,55.745787,37.642742999999996,34000000
monolith,2,7.0,75.0,15.0,55.740035999999996,37.641261,35000000
stalin,13,14.0,74.0,8.3,55.720778,37.582896999999996,40000000
brick,5,14.0,73.0,17.0,55.722142000000005,37.618569,39990000
brick,1,5.0,76.0,7.5,55.772856000000004,37.596884,20999000
brick,12,14.0,77.2,10.4,55.721447,37.626241,25500000
brick,1,8.0,76.2,6.0,55.739666,37.590668,22000000
monolithBrick,7,21.0,75.0,13.0,55.761629000000006,37.548151000000004,31000000
monolithBrick,2,3.0,76.0,21.0,55.76324,37.651825,41040000
monolith,10,12.0,76.2,11.4,55.725164,37.574525,50200000
monolith,3,5.0,77.0,11.0,55.774958,37.672971000000004,29950000
monolith,8,21.0,77.73,14.0,55.761770999999996,37.549184000000004,35950000
stalin,5,7.0,76.0,14.0,55.71836999999999,37.581325,48000000
brick,4,8.0,77.0,13.0,55.73250899999999,37.636841,27490000
stalin,5,5.0,76.7,9.0,55.785068,37.639626,16800000
panel,15,17.0,77.4,9.7,55.730734999999996,37.668606,16920000
stalin,2,5.0,77.2,8.2,55.73112,37.564634999999996,19990000
brick,3,5.0,76.0,12.0,55.73112,37.564634999999996,21000000
brick,11,11.0,77.0,9.0,55.721233999999995,37.576816,25000000
brick,1,4.0,75.6,10.0,55.755424,37.639006,26000000
brick,9,15.0,75.4,7.0,55.779033999999996,37.615893,26000000
monolith,8,21.0,77.73,14.0,55.761770999999996,37.549184000000004,37000000
stalin,9,12.0,76.1,10.5,55.740887,37.650621,38500000
brick,3,5.0,75.5,10.0,55.791394999999994,37.628640000000004,13900000
brick,7,7.0,76.6,8.8,55.780502,37.668956,14990000
monolith,4,29.0,76.0,14.0,55.754982999999996,37.525217,15910000
brick,3,5.0,75.5,9.0,55.790686,37.592581,17300000
brick,3,8.0,75.6,10.9,55.755267,37.657808,17900000
brick,8,8.0,75.0,9.0,55.765255,37.653837,21900000
monolith,38,40.0,77.5,11.0,55.75133,37.526887,22000000
brick,1,8.0,78.6,11.0,55.73385699999999,37.595698,29500000
brick,6,12.0,78.0,14.0,55.742189,37.574992,46000000
panel,3,17.0,79.4,10.0,55.773757999999994,37.694917,23800000
brick,6,7.0,78.0,10.0,55.78311899999999,37.594845,21250000
panel,11,11.0,79.0,11.0,55.775479000000004,37.698825,22000000
monolithBrick,3,13.0,79.7,12.4,55.790245999999996,37.632655,22500000
monolithBrick,20,24.0,78.0,16.0,55.756401000000004,37.537065000000005,28700000
stalin,3,9.0,78.6,9.4,55.721006,37.584326000000004,30000000
monolith,19,21.0,79.1,15.0,55.761770999999996,37.549184000000004,45000000
panel,6,17.0,80.0,13.0,55.74007099999999,37.683184999999995,22000000
panel,6,16.0,80.0,10.0,55.766709,37.558634000000005,24000000
brick,9,12.0,78.8,12.0,55.779251,37.597962,26500000
brick,6,9.0,80.0,8.0,55.717994,37.572369,27800000
monolith,69,97.0,79.5,19.0,55.749511,37.537083,34540000
brick,8,8.0,80.9,8.0,55.745235,37.581721,22900000
brick,4,10.0,82.4,8.8,55.739803,37.574426,25800000
brick,3,26.0,80.7,8.8,55.769422999999996,37.649291999999996,26800000
brick,16,16.0,80.0,20.0,55.769388,37.580795,49000000
brick,3,5.0,82.0,13.5,55.741647,37.593318,64975000
brick,1,6.0,82.0,8.0,55.779864,37.589626,23500000
panel,2,13.0,81.0,7.0,55.733528,37.670995,15500000
stalin,3,10.0,80.8,9.7,55.728626,37.678971999999995,15500000
panel,8,10.0,82.7,8.4,55.746506999999994,37.675127,16800000
brick,1,5.0,80.0,8.7,55.74878199999999,37.577560999999996,18500000
block,12,14.0,80.0,13.0,55.743512,37.685216,18500000
panel,11,14.0,82.4,8.7,55.721265,37.623196,19990000
monolithBrick,4,9.0,81.0,9.0,55.770618000000006,37.667716,20000000
brick,8,9.0,82.7,12.0,55.76064100000001,37.658203,22770000
brick,2,8.0,82.5,10.0,55.756462,37.569953000000005,26300000
brick,5,8.0,81.0,10.0,55.723724,37.576151,27900000
panel,5,5.0,82.0,10.0,55.721402000000005,37.604205,31000000
monolith,6,8.0,81.0,17.4,55.778796,37.598825,39800000
stalin,9,13.0,80.0,9.0,55.758959999999995,37.609254,44200000
brick,1,5.0,80.7,9.3,55.721402000000005,37.604205,19500000
monolith,6,23.0,84.0,14.0,55.752166,37.526295000000005,21300000
brick,6,9.0,84.8,9.7,55.776045999999994,37.711455,16900000
brick,2,5.0,83.5,8.0,55.79099,37.594028,19500000
brick,1,4.0,84.0,10.3,55.778365,37.609182000000004,22000000
brick,10,12.0,84.4,10.6,55.748665,37.57687,44000000
brick,2,5.0,83.1,7.0,55.76319399999999,37.573142,19499000
monolithBrick,16,16.0,83.0,9.5,55.776081999999995,37.698699,21500000
monolith,12,12.0,85.12,16.5,55.770811,37.591189,71000000
brick,5,6.0,85.6,10.2,55.762763,37.595276,49500000
brick,5,6.0,86.0,14.0,55.75626,37.634793,44000000
brick,3,8.0,85.0,8.5,55.723521,37.586940000000006,39950000
brick,2,8.0,86.0,9.0,55.772578,37.591027000000004,29800000
brick,2,3.0,85.7,7.7,55.741246999999994,37.637425,23000000
brick,5,7.0,86.0,11.0,55.783812,37.669989,16200000
brick,6,7.0,86.1,11.2,55.789021,37.624885,19500000
brick,5,6.0,86.2,8.0,55.759395,37.550863,20500000
monolith,15,17.0,85.1,4.7,55.779575,37.70028,24790000
stalin,3,6.0,85.5,6.0,55.774902000000004,37.595258,24990000
brick,9,10.0,85.0,11.4,55.749587,37.595339,36000000
brick,7,11.0,87.7,8.0,55.720337,37.582421000000004,36000000
monolith,38,77.0,87.6,10.0,55.749978000000006,37.544081,37963000
brick,5,7.0,85.0,13.1,55.732012,37.594054,38000000
monolith,37,79.0,88.0,10.0,55.751143000000006,37.533733000000005,40780500
stalin,3,10.0,89.9,12.8,55.74941,37.582125,22000000
monolith,33,44.0,88.0,20.0,55.77080600000001,37.564212,33000000
stalin,3,10.0,89.9,12.8,55.74941,37.582125,22000000
brick,1,14.0,89.0,9.6,55.782274,37.632457,18900000
brick,2,5.0,89.0,7.0,55.757404,37.568641,19800000
brick,1,8.0,88.8,4.9,55.76888100000001,37.653864,21000000
stalin,2,5.0,88.5,11.0,55.754070999999996,37.646013,29950000
stalin,3,8.0,90.0,10.0,55.75849300000001,37.613198,80000000
stalin,3,10.0,89.9,12.8,55.74941,37.582125,22000000
brick,3,10.0,90.0,10.0,55.764951,37.573582,23750000
brick,3,5.0,90.0,12.0,55.735155000000006,37.589195000000004,26000000
monolith,6,16.0,90.0,7.4,55.740735,37.648088,27500000
monolith,40,44.0,89.0,20.0,55.77080600000001,37.564212,28000000
brick,3,4.0,90.0,10.0,55.756882999999995,37.59595,37000000
monolith,12,20.0,90.0,20.0,55.754681000000005,37.546409999999995,36900000
monolith,15,17.0,90.0,14.0,55.754735,37.546354,37500000
monolith,38,64.0,88.0,47.0,55.749978000000006,37.544081,37599000
monolith,38,76.0,89.1,8.0,55.749511,37.537083,37963000
monolith,3,3.0,89.0,10.0,55.74055799999999,37.640929,59000000
monolith,3,13.0,93.0,18.0,55.760915000000004,37.550208000000005,49000000
monolith,12,23.0,90.0,15.0,55.75461800000001,37.524058000000004,22700000
brick,2,9.0,90.0,9.0,55.739493,37.647908,23500000
brick,8,11.0,91.0,10.0,55.754801,37.58455,33000000
monolith,7,21.0,93.0,23.0,55.769093999999996,37.577157,62000000
brick,7,7.0,91.3,7.4,55.740472,37.584272,34000000
panel,9,14.0,92.0,12.0,55.721001,37.615884,23500000
brick,3,5.0,92.0,8.2,55.735941000000004,37.588027000000004,28849999
brick,11,12.0,94.1,10.1,55.759593,37.653890999999994,29800000
brick,5,5.0,92.0,7.5,55.739478000000005,37.576716999999995,34900000
monolithBrick,6,8.0,93.8,30.4,55.778796,37.598825,39800000
monolith,10,11.0,91.9,18.4,55.781032999999994,37.636356,41000000
brick,5,7.0,90.0,9.0,55.732012,37.594054,47700000
monolith,3,13.0,93.0,16.0,55.760915000000004,37.550208000000005,49000000
brick,3,13.0,93.0,15.2,55.760915000000004,37.550208000000005,49000000
monolith,3,21.0,93.0,15.0,55.760915000000004,37.550208000000005,49000000
monolithBrick,3,12.0,94.1,14.0,55.726583,37.572648,49900000
monolith,8,23.0,96.0,10.0,55.75461800000001,37.524058000000004,26700000
brick,3,4.0,99.0,14.0,55.737497,37.629304,31000000
monolith,3,3.0,97.6,10.0,55.746527,37.598007,24000000
brick,5,6.0,96.7,25.5,55.765392000000006,37.610287,44000000
brick,2,8.0,96.5,16.8,55.772578,37.591027000000004,32900000
brick,3,13.0,100.0,14.0,55.774188,37.615363,33000000
brick,3,13.0,100.0,12.0,55.774188,37.615363,33500000
monolith,6,13.0,97.0,18.0,55.740759999999995,37.581047,48500000
brick,2,12.0,98.0,12.1,55.742189,37.574992,48550000
brick,5,7.0,100.0,10.3,55.78566,37.630284,27500000
brick,1,6.0,95.0,16.0,55.74179399999999,37.582538,30500000
brick,2,5.0,95.0,34.0,55.776193000000006,37.629071,32000000
brick,5,5.0,99.9,9.8,55.77995,37.669548999999996,18490000
stalin,4,6.0,98.0,7.5,55.73321899999999,37.627786,27700000
monolithBrick,2,7.0,97.0,18.0,55.775544999999994,37.672118,30000000
brick,5,7.0,100.0,10.3,55.78566,37.630284,29900000
brick,5,9.0,98.0,20.0,55.73438,37.655823,31500000
brick,2,6.0,95.0,18.0,55.748964,37.596435,35000000
brick,11,11.0,95.0,11.0,55.75459300000001,37.56892,39316472
brick,11,11.0,100.0,15.0,55.75459300000001,37.56892,39830000
brick,2,8.0,100.0,7.0,55.757678000000006,37.606676,42900000
brick,2,8.0,100.0,26.0,55.757678000000006,37.606676,42990000
stalin,7,10.0,100.0,13.0,55.735616,37.630390999999996,57000000
brick,4,5.0,100.0,20.0,55.76122900000001,37.597072999999995,70000000
monolith,10,12.0,100.0,20.0,55.770811,37.591189,72671000
monolith,4,12.0,104.7,6.0,55.726583,37.572648,55000000
monolithBrick,7,14.0,116.0,23.0,55.722142000000005,37.618569,88500000
brick,3,6.0,118.0,25.0,55.742939,37.659937,36900000
monolith,5,5.0,107.3,33.0,55.775459,37.673519,41052980
brick,2,6.0,102.6,8.4,55.765037,37.60779,50000000
brick,3,6.0,110.0,8.8,55.765037,37.60779,62000000
monolithBrick,5,11.0,112.0,16.0,55.730725,37.570968,78008874
monolithBrick,5,9.0,100.0,11.0,55.76094499999999,37.656963,35000000
brick,3,8.0,116.0,25.0,55.74754,37.586661,36000000
brick,3,4.0,104.0,12.0,55.737683999999994,37.650145,21000000
stalin,2,6.0,100.0,9.0,55.75134,37.59171,28000000
brick,4,8.0,100.9,6.3,55.773241000000006,37.603657,31250000
brick,6,6.0,106.0,8.8,55.78773,37.641529999999996,32500000
brick,1,16.0,117.8,9.0,55.718633,37.576879,32900000
monolith,37,44.0,115.0,20.0,55.77080600000001,37.564212,37000000
brick,2,4.0,110.6,15.4,55.769645999999995,37.639383,37900000
stalin,11,12.0,100.0,11.0,55.75459300000001,37.56892,39316472
monolith,9,18.0,112.0,20.0,55.774092,37.594683,45000000
monolith,6,7.0,116.0,16.0,55.730948,37.644009999999994,53900000
brick,3,3.0,109.0,7.7,55.747054000000006,37.598393,56500000
monolith,3,7.0,112.0,15.0,55.721731000000005,37.572899,56000000
brick,8,10.0,110.8,10.0,55.783356999999995,37.599381,66750000
brick,8,10.0,110.8,10.0,55.783356999999995,37.599381,66750000
monolith,5,12.0,107.0,12.9,55.726583,37.572648,71638517
monolithBrick,4,12.0,120.0,24.0,55.726583,37.572648,73537002
monolith,4,7.0,111.0,18.0,55.754197999999995,37.598645,75000000
monolithBrick,7,17.0,118.0,15.0,55.776664000000004,37.588817,83000000
monolith,6,7.0,126.0,14.9,55.72961,37.570474,87000000
brick,7,9.0,123.0,11.0,55.769270999999996,37.604996,60000000
monolithBrick,15,21.0,141.6,14.1,55.761557999999994,37.549067,70318560
brick,2,5.0,120.0,22.0,55.733787,37.627894,45000000
brick,9,12.0,122.0,16.0,55.736943999999994,37.570483,56000000
monolith,50,62.0,142.6,10.0,55.749511,37.537083,64170000
monolith,2,4.0,142.0,31.0,55.768131999999994,37.616863,75000000
brick,3,6.0,132.7,14.0,55.740730000000006,37.62298,74888519
monolithBrick,6,8.0,122.3,12.8,55.778796,37.598825,98000000
brick,4,7.0,140.0,14.0,55.760434,37.614419,53900000
monolith,2,11.0,130.0,25.0,55.757212,37.649552,86000000
monolith,8,12.0,135.6,15.0,55.725331000000004,37.573716999999995,113300000
monolith,9,13.0,129.0,20.0,55.77486700000001,37.601609,115900000
monolith,15,18.0,146.5,17.0,55.7249,37.57687,78000000
monolith,10,23.0,130.0,20.0,55.761452,37.68244,43950000
monolithBrick,7,9.0,123.0,11.0,55.769270999999996,37.604996,60000000
brick,4,6.0,120.0,15.0,55.736589,37.629996000000006,62407099
monolith,5,14.0,121.0,25.0,55.727217,37.576043,148000000
monolithBrick,2,11.0,149.9,18.0,55.723698999999996,37.583696999999994,212184139
brick,3,5.0,122.0,10.0,55.764587,37.66874,23800000
brick,3,8.0,125.0,15.0,55.781813,37.634344,25300000
monolithBrick,5,5.0,130.0,25.0,55.741389,37.657314,29900000
stalin,3,6.0,130.0,15.2,55.75134,37.59171,36000000
monolith,16,19.0,131.0,13.0,55.771544999999996,37.568956,37200000
monolithBrick,9,20.0,120.0,15.0,55.722162,37.61309,39000000
monolith,7,13.0,122.0,20.0,55.768527,37.592132,43000000
brick,2,5.0,125.0,15.0,55.77180799999999,37.595779,48000000
monolith,5,10.0,132.0,13.0,55.73961,37.587334999999996,47990000
monolithBrick,2,6.0,124.0,15.0,55.741039,37.605409,49500000
brick,2,5.0,144.2,11.0,55.75354399999999,37.585008,54900000
monolithBrick,3,12.0,121.0,9.0,55.768324,37.593354,66000000
brick,8,14.0,147.0,17.0,55.722142000000005,37.618569,66500000
monolith,3,7.0,141.9,15.7,55.755925,37.649454,69000000
brick,7,7.0,123.0,25.0,55.749486,37.593183,72000000
brick,8,14.0,147.0,17.2,55.722142000000005,37.618569,72000000
monolithBrick,4,8.0,147.0,15.0,55.771418000000004,37.629358,73000000
monolithBrick,2,6.0,158.0,15.0,55.753899,37.637982,70000000
brick,3,5.0,164.0,18.0,55.750368,37.58526,44950000
brick,10,12.0,151.0,17.0,55.735839,37.612551,82000000
monolithBrick,6,9.0,159.0,12.0,55.741783999999996,37.596633000000004,119072746
brick,2,8.0,157.6,19.4,55.74754,37.586661,43000000
brick,3,6.0,164.0,18.0,55.750368,37.58526,45000000
monolith,4,18.0,160.0,15.0,55.736143000000006,37.676286,53000000
monolith,3,17.0,152.0,45.0,55.722142000000005,37.618569,69900000
monolith,5,5.0,160.0,40.0,55.746203,37.636437,75030192
monolith,10,13.0,153.0,14.0,55.762181000000005,37.547531,79000000
monolithBrick,1,3.0,150.0,29.0,55.76324,37.651825,80190000
monolith,5,12.0,167.0,17.6,55.726583,37.572648,111809648
brick,4,6.0,158.0,28.0,55.737314000000005,37.600891,168499169
monolithBrick,2,7.0,161.6,18.0,55.740035999999996,37.641261,105000000
brick,4,4.0,150.0,10.4,55.764511,37.656937,31000000
brick,2,5.0,150.0,23.0,55.759355000000006,37.642707,49000000
monolith,5,6.0,151.9,15.0,55.74998299999999,37.604969,55000000
brick,4,4.0,180.0,15.0,55.759588,37.646489,86500000
monolithBrick,3,12.0,185.0,45.0,55.72961,37.570474,143000000
monolithBrick,6,11.0,189.0,25.0,55.738448999999996,37.581236,147436773
monolithBrick,5,7.0,180.0,20.0,55.738758999999995,37.627633,75000000
brick,8,12.0,190.0,23.0,55.739666,37.663458,119900000
brick,8,17.0,196.0,15.0,55.7499,37.5936,72000000
brick,8,19.0,196.0,11.0,55.751456999999995,37.577355,72000000
brick,5,5.0,180.0,15.0,55.769874,37.663503000000006,78000000
monolithBrick,4,7.0,189.0,10.0,55.72961,37.570474,129900000
brick,6,7.0,182.0,10.0,55.763346,37.594072,168499000
monolith,4,5.0,198.0,14.0,55.763932999999994,37.596731,187221000
brick,2,5.0,193.0,24.5,55.753240000000005,37.586329,50000000
monolith,30,85.0,190.0,10.0,55.74938,37.534092,78607983
brick,5,6.0,170.0,32.0,55.758433,37.636491,85000000
brick,4,7.0,186.0,12.0,55.745068,37.595025,99000000
brick,4,7.0,182.0,25.0,55.745068,37.595025,105000000
panel,3,5.0,172.0,16.0,55.74198199999999,37.588916,110000000
monolith,6,10.0,180.0,15.0,55.751224,37.586302,130493246
monolith,9,10.0,170.0,36.0,55.77486700000001,37.601609,148528897
monolithBrick,9,10.0,170.0,15.0,55.77486700000001,37.601609,148528897
monolith,4,13.0,199.0,17.0,55.77486700000001,37.601609,161284909
brick,2,6.0,215.0,20.0,55.741029000000005,37.595312,90000000
monolithBrick,42,73.0,224.3,20.0,55.747115,37.539078,83987475
brick,13,19.0,298.6,20.0,55.751456999999995,37.577355,223617120
monolithBrick,2,7.0,230.0,27.0,55.742154000000006,37.621371999999994,185349086
brick,13,19.0,254.0,20.0,55.751456999999995,37.577355,190216840
monolith,2,7.0,255.9,37.3,55.762333,37.616054,332317807
monolith,13,14.0,217.0,31.0,55.77773199999999,37.599166,119900000
monolith,11,12.0,210.4,24.0,55.725331000000004,37.573716999999995,223604639
monolith,12,20.0,223.4,17.0,55.722999,37.612829,79900000
monolithBrick,12,14.0,220.0,20.0,55.722142000000005,37.618569,113000000
monolith,4,6.0,230.0,10.0,55.76172,37.604592,230000000
brick,2,6.0,210.0,23.0,55.763456999999995,37.636024,93611000
monolith,48,60.0,225.6,25.0,55.748143000000006,37.540488,117000000
monolithBrick,6,12.0,205.0,16.0,55.722142000000005,37.618569,80000000
monolithBrick,18,18.0,276.0,20.0,55.723861,37.610053,100000000
brick,6,6.0,218.5,11.5,55.761188,37.637640999999995,109000000
monolithBrick,12,14.0,240.0,18.0,55.722142000000005,37.618569,113000000
monolith,42,65.0,200.0,50.0,55.747115,37.539078,121693844
brick,2,5.0,220.0,15.0,55.759091000000005,37.603235,160000000
brick,2,5.0,220.0,15.0,55.759091000000005,37.603235,160000000
brick,2,5.0,220.0,15.0,55.759091000000005,37.603235,160000000
monolithBrick,6,12.0,215.0,26.0,55.75993199999999,37.561392,161010000
monolith,9,10.0,385.0,45.0,55.772391000000006,37.59365,135000000
monolith,3,11.0,320.0,37.0,55.757212,37.649552,180000000
monolith,6,8.0,350.0,40.0,55.764734,37.594414,486775379
brick,3,5.0,305.0,52.9,55.74276700000001,37.600792,122900000
brick,3,6.0,380.0,28.0,55.754481000000006,37.607933,436849699
brick,5,9.0,300.0,12.0,55.767251,37.584478000000004,110000000
brick,3,5.0,305.0,53.0,55.74276700000001,37.600792,122000000
brick,14,14.0,315.0,34.0,55.767139,37.567285,150000000
brick,13,15.0,330.0,18.0,55.738890000000005,37.666629,168499169
monolithBrick,11,12.0,360.0,18.0,55.725331000000004,37.573716999999995,173000000
monolith,19,20.0,300.0,28.0,55.723861,37.610053,199000000
panel,4,7.0,367.0,37.0,55.745068,37.595025,204000000
brick,4,5.0,379.0,20.0,55.762201,37.634667,95000000
brick,3,5.0,311.0,20.0,55.763245,37.624821999999995,110000000
monolith,17,17.0,350.0,22.0,55.779858999999995,37.599371999999995,150000000
brick,4,6.0,320.0,20.0,55.74333000000001,37.601439,156017749
monolithBrick,17,17.0,380.0,64.0,55.722563,37.612668,170000000
monolithBrick,17,17.0,340.0,22.0,55.779858999999995,37.599371999999995,174739879
monolith,9,10.0,348.0,25.0,55.767148999999996,37.568065999999995,195000000
brick,1,5.0,14.9,2.0,55.801384,37.544323999999996,2940000
brick,1,8.0,21.0,5.0,55.803346999999995,37.509307,4190000
brick,2,9.0,21.0,3.5,55.794897,37.566117,5497000
brick,8,9.0,28.0,6.5,55.845682999999994,37.487621999999995,6600000
brick,5,5.0,27.0,6.0,55.876819,37.51679,5449000
brick,5,5.0,25.5,6.0,55.876819,37.51679,5445000
monolith,16,17.0,27.0,4.0,55.869117,37.473959,6900000
brick,2,5.0,27.4,5.6,55.828228,37.492141,7500000
panel,7,9.0,27.0,6.0,55.86844,37.568318,5100000
brick,3,9.0,29.7,6.0,55.849033999999996,37.476133000000004,6650000
brick,10,12.0,27.5,4.0,55.78846899999999,37.557565000000004,6900000
brick,8,8.0,29.9,6.3,55.872592000000004,37.462433000000004,5800000
panel,9,9.0,32.0,6.0,55.868748,37.535475,6000000
monolith,20,20.0,32.0,6.0,55.880945,37.54118,6750000
monolith,2,15.0,31.7,6.0,55.789391,37.536823,9800000
brick,2,8.0,31.3,7.0,55.844662,37.564464,5600000
brick,3,5.0,30.3,6.0,55.878091000000005,37.519754999999996,6050000
block,5,5.0,31.0,6.0,55.804116,37.572396000000005,6500000
brick,5,8.0,31.0,6.6,55.844662,37.564464,6590000
brick,2,8.0,31.1,7.0,55.812771999999995,37.571327000000004,7300000
brick,4,5.0,32.9,8.8,55.794603,37.509254,7500000
panel,8,9.0,32.0,6.5,55.865823,37.559703000000006,6600000
brick,4,5.0,30.0,6.0,55.781575,37.517967,7950000
monolith,4,15.0,32.0,6.0,55.790787,37.523204,9990000
panel,5,5.0,30.8,5.7,55.880258,37.523483,5900000
panel,9,9.0,32.9,6.9,55.868986,37.567213,5900000
panel,5,5.0,30.8,8.0,55.880258,37.523483,5900000
panel,5,5.0,30.8,6.0,55.880258,37.523483,6000000
panel,5,5.0,30.8,6.0,55.880258,37.523483,6000000
panel,5,5.0,30.0,6.0,55.880258,37.523483,6000000
panel,4,9.0,32.0,7.0,55.833587,37.571686,6499000
brick,2,5.0,30.2,5.5,55.830316,37.492536,6500000
brick,2,5.0,31.2,6.0,55.814482,37.562021,6800000
monolith,16,17.0,30.0,12.0,55.869510999999996,37.473554,7299000
brick,3,5.0,30.2,5.6,55.78671800000001,37.569333,7400000
brick,9,9.0,32.0,7.0,55.797883,37.539509,8500000
monolith,6,15.0,32.5,5.0,55.789391,37.536823,9500000
brick,8,8.0,32.0,6.5,55.803884,37.533041,9600000
brick,8,8.0,30.0,6.0,55.805381000000004,37.527337,11000000
panel,4,9.0,32.6,6.6,55.877198,37.536949,5400000
panel,9,9.0,32.8,6.0,55.86446,37.507107,5850000
panel,9,9.0,32.9,6.9,55.868986,37.567213,5950000
panel,2,9.0,30.1,7.9,55.84356,37.572297,6300000
block,5,9.0,32.6,5.5,55.843267000000004,37.544117,6400000
block,1,5.0,31.0,7.0,55.792766,37.571534,6590000
brick,3,9.0,31.0,6.0,55.789062,37.572684,7190000
block,2,9.0,32.0,7.0,55.83114499999999,37.571767,7200000
brick,6,8.0,32.0,7.0,55.800231000000004,37.572055,7200000
brick,4,5.0,32.9,8.8,55.794603,37.509254,7500000
brick,5,5.0,30.0,6.0,55.796653000000006,37.543282,7500000
brick,3,5.0,30.2,5.6,55.78671800000001,37.569333,7700000
brick,2,4.0,32.0,7.0,55.775186,37.543515,8000000
panel,5,5.0,30.8,6.0,55.880258,37.523483,5900000
brick,7,9.0,30.3,6.0,55.79895,37.567671000000004,7500000
brick,2,5.0,30.1,5.3,55.810177,37.532924,7900000
